repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note
ready,596957,P596957,Q2157850,BM 083383,Cuneiform Tablet BM 083383,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597038,P597038,Q2166758,NABU 2002/055 BM 083478,Cuneiform Tablet NABU 2002/055 BM 083478,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597080,P597080,Q2063688,BM 083525,Cuneiform Tablet BM 083525,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597192,P597192,Q2166504,BM 083656,Cuneiform Tablet BM 083656,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597203,P597203,Q2167886,BM 083671,Cuneiform Tablet BM 083671,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597215,P597215,Q2154631,BM 083684,Cuneiform Tablet BM 083684,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597242,P597242,Q2170193,BM 083716,Cuneiform Tablet BM 083716,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597311,P597311,Q2165986,BM 083791,Cuneiform Tablet BM 083791,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597346,P597346,Q1368807,BM 083831,Cuneiform Tablet BM 083831,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597350,P597350,Q2161813,BM 083836,Cuneiform Tablet BM 083836,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597468,P597468,Q2166603,BM 083964,Cuneiform Tablet BM 083964,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597556,P597556,Q2164363,"Pihans 135, 079","Cuneiform Tablet Pihans 135, 079",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597583,P597583,Q2168976,"Pihans 135, 123","Cuneiform Tablet Pihans 135, 123",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597595,P597595,Q2047448,"Pihans 135, 139","Cuneiform Tablet Pihans 135, 139",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597604,P597604,Q2165755,"Pihans 135, 151","Cuneiform Tablet Pihans 135, 151",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597612,P597612,Q2170086,"Pihans 135, 160","Cuneiform Tablet Pihans 135, 160",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597645,P597645,Q2158250,"Pihans 135, 210","Cuneiform Tablet Pihans 135, 210",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597653,P597653,Q2167700,"Pihans 135, 218","Cuneiform Tablet Pihans 135, 218",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597690,P597690,Q2162908,"Pihans 135, 268","Cuneiform Tablet Pihans 135, 268",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597700,P597700,Q2164696,"Pihans 135, 283","Cuneiform Tablet Pihans 135, 283",,P853,Q512158,Neo-Assyrian Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597716,P597716,Q2168518,"Pihans 135, 304","Cuneiform Tablet Pihans 135, 304",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597741,P597741,Q2166112,"Pihans 135, 344","Cuneiform Tablet Pihans 135, 344",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597805,P597805,Q2164224,"Pihans 135, 435","Cuneiform Tablet Pihans 135, 435",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597852,P597852,Q2162115,BM 084047,Cuneiform Tablet BM 084047,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597891,P597891,Q2166769,BM 084091,Cuneiform Tablet BM 084091,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,597983,P597983,Q2144458,BM 084195,Cuneiform Tablet BM 084195,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598230,P598230,Q2047867,BM 084472,Cuneiform Tablet BM 084472,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598359,P598359,Q2164447,BM 086076,Cuneiform Tablet BM 086076,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598363,P598363,Q2169741,BM 086088,Cuneiform Tablet BM 086088,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598375,P598375,Q2063734,BM 086110,Cuneiform Artifact BM 086110,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598420,P598420,Q2163913,BM 086274,Cuneiform Tablet BM 086274,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598565,P598565,Q2162971,BM 087273,Cuneiform Tablet BM 087273,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598637,P598637,Q2166684,BM 087360,Cuneiform Artifact BM 087360,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598660,P598660,Q2047572,BM 087423,Cuneiform Tablet BM 087423,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598676,P598676,Q2168920,BM 087574,Cuneiform Tablet BM 087574,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598699,P598699,Q2169698,BM 087765,Cuneiform Tablet BM 087765,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598709,P598709,Q2164609,BM 087905,Cuneiform Tablet BM 087905,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598725,P598725,Q2048051,BM 087990,Cuneiform Tablet BM 087990,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598733,P598733,Q2169857,BM 088006,Cuneiform Tablet BM 088006,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598772,P598772,Q2167608,BM 088358,Cuneiform Tablet BM 088358,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598836,P598836,Q2163399,BM 088612,Cuneiform Tablet BM 088612,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598908,P598908,Q2165510,BM 088897,Cuneiform Tablet BM 088897,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,598973,P598973,Q2163781,BM 093426,Cuneiform Tablet BM 093426,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599026,P599026,Q2166966,BM 093961,Cuneiform Tablet BM 093961,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599067,P599067,Q2169199,BM 094185,Cuneiform Tablet BM 094185,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599088,P599088,Q2169386,BM 094227,Cuneiform Artifact BM 094227,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599118,P599118,Q2164318,BM 094275,Cuneiform Artifact BM 094275,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599122,P599122,Q2169560,BM 094281,Cuneiform Tablet BM 094281,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599134,P599134,Q2143079,BM 094297,Cuneiform Tablet BM 094297,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599163,P599163,Q2167316,BM 094404,Cuneiform Tablet BM 094404,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599231,P599231,Q2163618,BM 094572,Cuneiform Artifact BM 094572,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599374,P599374,Q2163262,BM 094747,Cuneiform Tablet BM 094747,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599437,P599437,Q2169093,BM 094860,Cuneiform Tablet BM 094860,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599476,P599476,Q2166797,BM 094957,Cuneiform Artifact BM 094957,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599499,P599499,Q2167203,BM 095093,Cuneiform Tablet BM 095093,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599533,P599533,Q2167157,BM 095221 + BM 095246 + BM 095275,Cuneiform Tablet BM 095221 + BM 095246 + BM 095275,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599548,P599548,Q2164132,BM 095241,Cuneiform Artifact BM 095241,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599564,P599564,Q2146189,BM 095262 + BM 095328,Cuneiform Tablet BM 095262 + BM 095328,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599572,P599572,Q2169435,BM 095270,Cuneiform Artifact BM 095270,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599661,P599661,Q2163750,BM 095437,Cuneiform Tablet BM 095437,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599708,P599708,Q2168309,BM 095632,Cuneiform Tablet BM 095632,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599724,P599724,Q2163393,BM 095794,Cuneiform Artifact BM 095794,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,599821,P599821,Q2169875,BM 096215,Cuneiform Tablet BM 096215,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,600113,P600113,Q2163846,BM 096614,Cuneiform Tablet BM 096614,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
